monthly_income,savings_amount,credit_score,available_credit_limit,avg_session_minutes,weekly_logins,feature_click_count,app_open_count,satisfaction_rating,positive_review_score,recommend_likelihood,support_experience_score,account_age_months,total_purchases,loyalty_points,referral_count,device_type_score,browser_version_score,timezone_offset_score,screen_resolution_score,signup_channel_score,marketing_email_opens,page_load_time_score,weather_at_signup_score,Churn
4786.740380212156,2159.6001878747397,607.8710283063265,3063.3100089874265,26.30963484798459,10.194117783195653,40.54353530751498,18.356645332960838,5.899535544302126,61.08492691007865,4.983418873930252,4.408084801354348,33.92548848981137,14.034041102353044,572.7013092138719,3.021422567945687,49.413909104026885,63.97802463152887,49.188649830788066,54.51738760077853,73.70243560237888,47.679185104785596,52.953648827888344,44.19483818238433,1
3620.108630340143,2071.773044845464,570.5999550430561,3234.4196602085144,9.368386571706488,5.3662463872193324,25.88990707662524,7.009581215629962,8.900714518898276,89.38393741010134,8.686584236886846,7.810730489483689,17.15181257740071,8.677670487281944,372.3217250483465,0.9891875284063025,51.629604162037715,67.70151681004573,55.789934453147595,50.89458093583954,50.653898354778384,54.00831839958481,57.170492006259344,39.72602819455212,1
4827.805964981072,2713.5938782522758,659.9029309533555,3896.173419374407,21.740175058609367,9.230641605976045,37.02382711644425,14.187634926823254,6.251882558767948,66.74645344556201,8.016284330184856,6.3848784947205655,29.042246324211753,12.25709914765139,516.3081427392309,2.4621438193810086,63.94927960314883,40.84439419694455,53.648237380696784,51.82269593908703,45.035869319834475,67.1480165467171,34.644955792939314,29.16713292192892,0
5254.263364971093,3748.125359964156,697.9058664542047,4067.0912486340976,23.882273044298884,8.427971243718448,37.326772222913675,13.674794743243938,5.655138467162129,53.7633051671173,6.020128237768835,6.35586009972456,17.769692023039493,6.966851061350943,359.66149354776843,0.8540774785925747,42.7565499457829,46.195413414372744,53.39016929896458,48.95349097756904,64.0498186955566,49.893242494810536,47.583997981302566,66.20255929450539,1
5863.996800978223,4036.7203308425883,723.5725259862612,4458.747553688325,36.15786862390601,15.913721229624418,54.97861669935748,21.561041785524655,6.03777380013091,57.37971345881962,6.234576559863118,6.507518414643716,28.481513986425874,11.792010353517618,524.2927757667766,2.368422461658237,59.89332691195496,66.29119152769948,53.280155885403396,42.86858752120648,40.87267512199036,55.707886887217335,52.30351725537711,45.19014433087726,0
4815.041469006327,3125.539750232614,649.5273699238419,3989.8649191972054,19.475050811011407,6.502148094411234,35.74114140959297,12.270165640688845,8.18080092465136,82.32702520355991,8.076435702405199,6.831976041201034,22.159349377917877,8.669477796414144,358.00360312192043,1.6543052227721515,39.18843230240182,45.6767074377227,38.29452244778726,52.20520154049893,51.98111604749102,68.71881467013688,54.51272679696311,32.48423293991496,1
4364.000661299939,2408.74826079915,620.6718520768892,3675.8989541327455,24.570409561136206,9.40888288724551,37.152614027303144,12.933748840843823,7.993776091784141,86.65754939338528,8.253358212496156,7.620249648165349,16.51796424954123,7.878008587745929,358.0972845717697,1.1179823769580204,31.997512152352638,59.61184558501107,56.045887936431384,34.022259197022215,51.011817877755895,47.24827921986506,57.00268957063946,37.24657152154522,1
4278.013937763929,2300.8560867957176,622.780074213924,3534.650238659834,23.435454958105108,8.86697766801555,38.634368068695885,14.667480596411368,6.8212676622833675,73.21462919045081,7.543146718166543,6.974595115580647,26.83345199536094,10.672768761686505,496.1115056286013,1.5762531496386576,54.312465258481545,40.215931264395714,60.4207919412536,49.16279732674806,60.18312284780468,62.479670234274934,51.85885116336297,46.896523069049536,1
5468.9707052765525,3808.5549527866824,678.650729530252,4557.506493762917,22.414383592054673,8.491383215660813,34.771262656615846,12.069351124426841,8.004619740196214,91.00340383014954,7.888565208935249,8.622736710490315,34.6932220577143,20.67944054704746,769.2453051510015,3.9266396762034566,47.97104906232711,43.66599415290133,56.626666852450136,59.63413600161209,67.98588495016364,50.75215327768834,49.79577545610896,55.30753802719546,0
6691.148465011375,4172.869558571205,727.4894272573747,5307.033889401622,21.40300543997857,7.464715632432587,34.72519553782935,13.45173034582037,10.394405716433369,105.84974682346628,11.255784465714143,10.531648404373245,17.74695094274454,6.859767227096249,374.1203199879935,0.5794528415707054,45.743268711756684,52.601309614849974,49.36140251205153,60.978418438115426,54.112475625975414,60.41261597808489,59.86422588117206,48.518832564766065,0
5626.094208419103,3407.1906653228475,677.9173300748705,4339.7403155453585,28.234812658568845,10.732478245574038,36.443526506208656,16.830739130718523,6.090203213163116,63.49359188730109,6.831741836264867,6.961154222034126,19.548405428536945,6.96872125305405,435.96436853601057,1.8848087485304057,26.87852992266675,54.52141297560379,49.210254113084055,45.97022766156527,37.744013186838984,51.57401544691494,35.17468584609259,36.396921276669104,1
3502.2023722198755,1561.313122862511,593.3472020739158,2876.9396723221853,30.64856876720026,15.302612281848237,50.12658325501349,18.41486013389487,4.974283435451255,50.8898179168621,5.688780442521248,4.69205786291921,34.64722686528094,15.00911628696364,676.4087849332157,3.1674720690218776,54.45788850447172,35.5429536537214,51.92718449132283,70.37614522295843,37.381100480432224,59.957902939042555,45.85029318740223,64.09977917620466,1
4345.421842023927,2296.2092132690345,593.5684118789642,3265.3823123170955,27.242208423450133,12.446797387935671,46.492521874520804,15.215209550197885,4.651013557913858,53.39538437078712,5.954698737291853,5.361166854118856,23.373127241287083,11.086099725145356,455.19916104391507,2.040463598038717,46.195745241201685,39.50093702994215,50.63232809811636,54.02617549508693,45.71743593343589,42.984526390953235,57.29622442351818,52.05494961867683,1
6484.888320721935,4480.5629541087055,733.7157484879083,5030.8957175711,17.33878022755633,7.5509492747798195,32.48169341074702,11.473055485685471,4.357506876177043,40.27726634110995,5.662883606517034,4.637880792674541,39.98305780103889,17.74355816956645,765.1205136383387,3.558391518670426,39.02401668533137,55.11268855113828,33.507196332208466,46.53181978241134,58.73064572094923,45.570657475600974,49.58225258568947,65.03142324332025,0
5241.39101460678,3255.555811739673,630.9572095874246,4354.2007859745445,15.818264981853542,7.9572507079597425,29.601785024756882,11.036946208632212,5.284442978391632,61.20636616743678,5.918688169152706,6.528362370743589,26.498744878000128,12.81208388999597,522.5577371090839,1.8977310222407504,49.6070719392808,62.75747597237313,48.75769063748633,52.59934026284953,51.96963605565631,44.26744308962054,62.38998955222792,62.67932260092284,1
4058.6044723527284,1630.585928504103,572.8067744941011,2701.8912325886267,27.956474642404395,11.238394251349993,44.4124209110655,14.431175827512519,4.980188427885925,53.70729988863504,6.6249527138017195,5.69150980612257,24.625509788291637,11.268404026750344,534.8136714976935,2.2539126930999887,38.80826709692931,55.147406774481475,62.66689872036762,44.07354300999188,53.36454080727882,47.41036231621396,43.567542699740606,52.15256029307291,1
